GPA,SAT,Age,Gender,EssayScore,InterviewScore,ExtracurricularScore,RecommendationScore,LegacyStatus,FinancialAid,FirstGeneration,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Black_or_African_American,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_White,Ethnicity_Hispanic_or_Latino,Accept
2.86,1409,19,1,5,6,7,8,0,2,0,0,0,0,0,1,0,1
3.8,1273,18,0,9,6,6,8,0,2,0,0,1,0,0,0,0,1
3.6,1204,17,1,4,6,6,5,0,2,1,0,0,1,0,0,0,1
3.44,1211,18,0,8,8,9,5,0,1,1,0,1,0,0,0,0,1
2.71,1154,18,0,3,5,7,9,0,2,0,0,0,1,0,0,0,0
2.87,1407,18,0,9,10,6,6,0,0,0,0,0,0,0,0,1,1
2.46,1017,17,1,9,8,3,6,0,2,1,0,1,0,0,0,0,0
3.21,1105,22,1,9,7,3,9,1,0,1,0,1,0,0,0,0,1
2.76,1416,21,0,7,8,5,3,0,1,1,0,0,0,0,0,1,1
3.03,1324,18,0,5,6,3,6,0,0,0,0,1,0,0,0,0,0
2.73,1376,22,0,9,9,7,6,1,2,0,0,0,0,0,0,1,1
3.92,1144,17,1,8,4,8,6,0,2,1,0,0,0,0,0,1,1
2.45,1251,17,0,8,5,3,7,0,2,0,0,0,0,0,1,0,0
3.13,1253,20,1,9,3,7,6,0,3,1,0,0,0,0,1,0,1
3.3,1075,18,1,6,6,7,4,0,2,1,0,0,0,1,0,0,0
3.35,831,18,0,7,9,5,7,0,0,0,0,1,0,0,0,0,0
3.62,1222,18,1,7,9,7,4,0,1,1,0,0,0,0,0,1,1
2.12,1260,18,1,8,9,9,7,1,0,0,0,0,0,0,0,1,0
3.08,989,22,1,10,6,10,9,0,0,1,0,0,1,0,0,0,1
3.4,1367,18,0,7,9,10,6,0,0,0,0,0,0,0,1,0,1
3.2,980,17,0,10,7,9,8,0,1,1,1,0,0,0,0,0,1
2.44,1201,18,1,8,5,4,5,0,1,1,0,0,0,1,0,0,0
3.91,1335,17,0,10,4,9,7,0,1,1,1,0,0,0,0,0,1
2.99,1124,19,0,5,6,8,10,0,0,0,0,0,0,0,1,0,0
2.74,1496,17,1,5,5,8,7,0,1,0,0,0,0,0,0,1,1
3.26,1362,18,0,8,3,9,9,0,0,0,0,0,0,0,1,0,1
3.34,1074,23,0,7,4,2,8,0,0,0,1,0,0,0,0,0,0
2.82,1306,17,1,3,5,5,5,0,0,1,0,1,0,0,0,0,0
3.02,1182,18,1,6,3,4,5,0,2,0,0,0,0,0,1,0,0
4.0,1408,19,0,8,6,5,9,0,2,0,0,0,0,0,0,1,1
2.64,1092,17,0,4,6,8,2,0,1,0,0,0,0,0,0,1,0
2.52,1315,21,1,7,3,8,9,0,0,1,0,0,1,0,0,0,0
3.39,1366,17,1,7,5,6,4,0,0,1,0,1,0,0,0,0,1
3.39,1512,18,1,4,6,10,8,1,0,1,0,1,0,0,0,0,1
3.4,1468,19,0,6,4,6,8,0,0,0,0,0,1,0,0,0,1
2.66,1229,17,1,3,4,6,4,0,1,0,0,0,0,0,0,1,0
2.85,1378,18,1,9,6,7,5,0,0,0,0,0,0,0,1,0,1
3.77,1356,17,1,8,6,4,4,1,1,0,0,1,0,0,0,0,1
3.52,935,18,0,5,2,7,4,0,0,1,1,0,0,0,0,0,0
3.55,1324,19,1,9,9,9,4,0,0,0,0,1,0,0,0,0,1
2.53,1194,17,0,4,7,8,10,0,0,0,1,0,0,0,0,0,0
3.98,1467,18,1,7,7,8,7,0,1,0,0,0,1,0,0,0,1
3.52,1236,19,0,5,8,8,5,0,1,0,0,1,0,0,0,0,1
3.27,1253,18,1,4,7,9,3,0,1,1,0,0,1,0,0,0,1
3.97,1217,19,0,7,7,6,6,0,0,0,0,1,0,0,0,0,1
2.9,1209,21,1,5,6,7,6,0,0,1,0,0,1,0,0,0,0
4.0,1078,18,0,8,6,8,9,0,0,0,0,0,0,0,1,0,1
2.84,1130,17,1,6,6,7,1,1,1,0,0,1,0,0,0,0,0
3.67,1040,19,1,7,9,8,10,0,0,0,0,0,0,1,0,0,1
2.62,1202,23,1,3,5,4,7,0,1,0,0,1,0,0,0,0,0
2.79,1298,18,1,7,4,6,1,0,2,0,0,1,0,0,0,0,0
3.42,817,17,0,10,7,6,7,0,0,0,0,0,0,0,1,0,0
3.67,1204,17,1,9,9,7,5,0,2,0,0,1,0,0,0,0,1
3.0,1064,17,0,3,6,6,9,0,2,1,0,0,1,0,0,0,0
3.56,990,18,1,2,6,6,7,0,2,0,0,0,0,1,0,0,0
2.53,1061,17,0,6,8,8,10,0,1,0,0,0,1,0,0,0,0
2.9,921,18,0,10,5,8,4,0,0,0,0,1,0,0,0,0,0
4.0,1166,18,1,10,8,7,8,0,0,0,0,0,0,1,0,0,1
2.66,1201,17,0,5,7,5,5,1,3,0,0,0,0,0,0,1,0
3.11,1249,17,0,3,7,5,7,0,3,0,0,0,0,1,0,0,0
3.32,1248,17,1,5,8,7,5,0,1,1,0,0,0,1,0,0,1
2.57,1195,17,1,3,5,7,6,0,1,1,0,0,0,0,0,1,0
3.98,1347,18,1,9,6,10,9,0,0,0,1,0,0,0,0,0,1
3.4,1272,18,0,4,7,8,7,0,1,0,0,0,0,0,1,0,1
3.45,1075,17,0,8,8,5,8,1,2,1,0,0,1,0,0,0,1
3.03,1271,18,0,7,7,7,4,0,0,0,0,0,0,0,1,0,1
2.64,1074,19,1,7,6,8,4,0,2,1,0,1,0,0,0,0,0
3.76,1349,23,1,5,5,5,6,0,0,1,0,1,0,0,0,0,1
2.94,1483,18,0,7,4,7,7,1,3,0,0,0,1,0,0,0,1
2.99,1231,18,0,9,7,4,8,0,0,0,0,0,1,0,0,0,1
3.14,1600,17,0,8,6,4,7,0,1,0,0,0,1,0,0,0,1
3.38,1331,18,1,6,9,7,9,1,1,0,0,0,0,1,0,0,1
2.87,1305,18,1,6,3,5,7,0,1,0,0,0,0,1,0,0,0
3.92,1365,18,0,6,4,7,7,0,0,1,0,0,0,1,0,0,1
2.64,1359,21,0,4,8,9,6,1,1,1,0,0,0,0,0,1,1
2.76,1206,17,1,4,7,9,6,1,1,1,0,0,0,1,0,0,0
3.38,1123,17,1,4,7,9,7,0,0,0,0,0,0,0,1,0,1
2.29,1351,17,1,6,3,7,6,0,3,0,0,0,0,0,1,0,0
2.77,1178,17,0,5,7,9,6,0,0,0,0,0,0,0,0,1,0
4.0,1435,18,1,6,6,3,3,0,3,1,0,1,0,0,0,0,1
2.73,967,24,0,7,8,9,7,0,1,1,1,0,0,0,0,0,0
2.75,1040,21,1,7,2,2,5,1,1,0,1,0,0,0,0,0,0
3.69,1056,18,1,8,3,5,5,1,1,1,0,1,0,0,0,0,0
3.16,1111,18,1,10,7,8,5,0,0,0,0,0,0,0,0,1,1
3.31,1335,19,1,9,8,6,4,1,0,1,0,0,0,0,0,1,1
4.0,1094,17,1,8,6,6,4,0,3,0,0,0,0,0,1,0,1
3.64,1119,18,1,8,8,5,4,0,2,0,0,0,0,0,1,0,1
2.89,1030,19,0,7,4,8,10,0,2,0,0,0,0,0,1,0,0
3.57,1207,21,1,9,7,7,5,0,2,0,0,0,0,0,0,1,1
3.88,1506,18,1,7,8,6,6,0,1,0,0,0,0,0,0,1,1
3.4,1243,18,0,8,7,5,9,0,0,0,0,1,0,0,0,0,1
3.22,835,18,1,5,8,5,7,0,0,1,0,0,1,0,0,0,0
3.11,1205,18,0,6,8,6,5,0,0,0,0,0,0,0,0,1,0
2.86,1067,18,0,8,4,7,7,1,0,0,1,0,0,0,0,0,0
3.68,968,18,0,6,8,8,7,0,0,0,0,0,0,0,1,0,1
2.33,1073,17,1,5,4,5,6,1,0,1,0,1,0,0,0,0,0
3.0,1126,18,1,8,4,6,6,1,2,1,0,0,1,0,0,0,0
3.13,1237,17,1,8,7,7,8,1,2,0,1,0,0,0,0,0,1
4.0,990,20,0,10,8,8,6,0,2,0,0,0,0,0,1,0,1
3.12,1082,17,0,3,7,7,9,0,2,0,0,1,0,0,0,0,0
2.95,1026,22,1,4,5,6,9,1,0,0,0,0,0,0,1,0,0
2.89,1179,23,0,7,6,8,5,0,1,0,0,0,0,0,0,1,0
2.29,1001,17,1,6,7,8,7,0,1,0,0,0,0,0,1,0,0
3.01,1191,17,0,6,4,7,5,0,2,0,0,0,0,0,0,1,0
3.6,1277,19,0,6,8,7,2,0,2,1,0,0,1,0,0,0,1
2.97,1036,17,0,5,9,5,6,0,0,0,0,0,0,0,1,0,0
3.04,800,17,1,5,6,7,9,0,2,0,0,0,0,1,0,0,0
3.16,1070,18,1,8,6,9,9,0,0,0,0,0,1,0,0,0,1
3.38,1095,18,0,7,6,5,9,1,1,0,0,0,0,1,0,0,1
3.22,1232,17,1,6,9,10,5,0,1,1,0,0,1,0,0,0,1
4.0,1070,17,1,5,5,7,8,0,1,0,1,0,0,0,0,0,1
3.02,1271,17,0,7,7,6,9,0,0,1,0,0,0,1,0,0,1
2.0,1148,17,0,8,7,6,6,0,1,0,0,0,0,0,1,0,0
3.7,1171,18,1,7,7,3,5,0,0,1,0,0,1,0,0,0,1
2.92,1258,18,0,5,6,4,6,0,1,1,0,0,0,0,0,1,0
3.79,1331,17,1,3,6,4,5,0,3,0,0,0,0,1,0,0,1
3.09,980,19,1,7,8,3,3,0,0,1,0,0,0,0,1,0,0
3.67,1152,19,1,5,4,6,8,0,1,0,0,0,0,0,1,0,1
3.08,1421,18,0,6,6,3,8,0,2,0,1,0,0,0,0,0,1
3.24,1357,18,1,8,6,9,7,0,0,0,1,0,0,0,0,0,1
3.3,1263,18,0,5,4,9,5,1,1,0,0,1,0,0,0,0,1
3.36,1180,19,0,4,8,8,8,0,3,1,0,1,0,0,0,0,1
3.09,1089,18,0,4,6,5,6,0,1,1,1,0,0,0,0,0,0
2.52,942,18,0,7,9,7,6,1,0,0,0,0,0,0,0,1,0
3.15,1516,19,1,3,2,8,6,1,1,1,0,0,0,0,0,1,1
2.87,1247,18,0,6,5,7,6,1,3,0,0,0,0,1,0,0,0
3.54,1164,18,0,8,7,6,5,0,0,0,0,0,0,1,0,0,1
2.79,1408,18,1,7,9,5,7,0,0,1,0,0,0,0,1,0,1
4.0,1315,18,1,5,8,5,9,1,0,0,0,0,0,0,0,1,1
3.1,1139,20,1,8,4,7,3,0,1,1,1,0,0,0,0,0,0
3.06,1067,17,0,4,5,8,6,0,3,1,0,0,0,1,0,0,0
2.8,1119,17,1,10,6,7,6,0,3,0,0,0,0,1,0,0,0
3.46,1123,20,0,6,4,4,8,0,0,1,0,1,0,0,0,0,0
3.87,980,21,1,9,7,5,8,1,3,0,0,1,0,0,0,0,1
2.77,1163,17,1,6,5,10,6,0,0,0,0,0,1,0,0,0,0
3.12,1327,17,1,2,4,5,8,0,2,0,0,0,0,0,0,1,0
2.74,1094,17,1,9,6,7,8,0,0,0,0,0,1,0,0,0,0
2.71,1136,18,0,5,3,7,6,0,1,0,0,0,1,0,0,0,0
2.53,1123,18,0,8,7,7,6,0,1,0,0,0,1,0,0,0,0
2.59,1236,18,1,5,8,8,10,0,1,0,1,0,0,0,0,0,1
2.94,1600,23,0,6,5,3,6,0,3,1,0,0,0,0,0,1,1
3.8,1304,18,0,6,3,5,7,0,0,0,0,0,0,0,1,0,1
3.32,1193,17,1,7,6,9,10,0,0,1,1,0,0,0,0,0,1
3.9,974,18,1,3,6,6,6,0,0,1,0,1,0,0,0,0,0
2.99,1347,17,1,8,8,6,6,1,0,0,1,0,0,0,0,0,1
3.88,1257,18,0,10,4,8,2,0,0,1,0,1,0,0,0,0,1
4.0,1367,18,0,8,6,4,7,0,0,0,0,1,0,0,0,0,1
3.97,1298,18,0,5,5,6,9,0,0,0,0,0,0,1,0,0,1
3.7,1228,18,0,9,8,5,7,0,0,0,0,0,0,0,0,1,1
3.11,1003,18,1,6,5,7,9,0,0,0,1,0,0,0,0,0,0
2.63,1410,17,1,7,4,5,10,0,2,0,0,0,0,0,0,1,1
3.63,1434,19,1,7,7,4,5,0,0,0,0,0,0,1,0,0,1
3.67,1279,19,0,7,10,1,7,1,2,0,0,0,1,0,0,0,1
3.13,941,18,0,6,10,9,10,0,2,0,0,0,0,0,0,1,1
2.92,1347,18,0,8,9,7,6,0,1,0,1,0,0,0,0,0,1
3.92,1195,18,1,8,5,7,8,0,1,0,0,0,0,1,0,0,1
2.76,1264,18,1,9,7,5,2,1,3,1,0,0,1,0,0,0,0
2.84,1056,19,1,8,6,8,8,0,0,0,0,0,0,1,0,0,0
4.0,982,20,0,7,6,6,10,0,2,0,0,0,0,0,1,0,1
2.45,1131,18,1,6,7,8,3,0,1,0,0,0,0,1,0,0,0
3.64,1254,19,0,7,8,5,5,0,2,0,0,0,0,0,0,1,1
3.18,1179,19,1,9,10,6,7,0,0,1,1,0,0,0,0,0,1
3.12,1160,17,0,7,5,5,8,0,0,0,0,0,0,0,0,1,0
2.67,1169,18,0,8,7,9,8,0,2,1,0,1,0,0,0,0,1
3.1,1457,17,0,6,7,5,6,0,3,0,0,0,0,1,0,0,1
3.64,1056,18,1,6,7,6,9,0,0,0,0,1,0,0,0,0,1
3.42,881,18,1,3,6,9,7,0,0,0,0,0,0,0,1,0,0
3.24,1087,18,0,7,5,7,5,0,0,1,0,0,0,0,1,0,0
2.67,1301,17,0,6,4,9,3,0,2,0,1,0,0,0,0,0,0
3.01,1347,17,0,5,5,8,4,0,1,0,0,0,0,0,0,1,1
3.58,1180,18,0,8,4,5,2,0,3,0,0,1,0,0,0,0,0
3.82,992,18,0,3,4,2,8,0,0,1,0,1,0,0,0,0,0
2.2,1211,18,1,9,4,5,5,0,1,0,0,0,0,1,0,0,0
3.99,1463,17,0,7,5,10,5,0,0,1,0,1,0,0,0,0,1
3.48,1009,21,0,6,6,6,6,0,0,1,1,0,0,0,0,0,0
3.6,1231,19,0,6,1,10,9,0,0,1,0,0,0,1,0,0,1
2.19,1010,17,1,6,8,7,7,0,1,0,0,0,0,0,0,1,0
2.89,939,20,0,9,6,9,5,0,1,0,0,0,0,0,1,0,0
2.96,1389,24,1,6,7,7,6,0,2,0,0,1,0,0,0,0,1
3.15,1222,17,1,5,7,6,8,0,0,1,0,0,0,0,1,0,1
3.75,1185,17,1,6,4,4,9,1,1,1,0,0,0,0,1,0,1
3.22,1210,19,1,6,6,8,7,0,0,0,0,0,1,0,0,0,1
3.54,1214,24,0,6,6,8,9,0,0,1,0,0,1,0,0,0,1
3.0,1251,20,1,6,6,9,8,0,2,1,0,0,0,0,1,0,1
2.87,1077,17,0,6,6,6,6,1,1,0,0,0,0,1,0,0,0
3.76,1042,17,1,8,10,7,6,0,0,0,0,0,0,1,0,0,1
2.88,1116,21,1,9,8,6,6,0,1,0,1,0,0,0,0,0,0
3.76,1301,18,1,6,5,6,6,0,2,0,0,0,1,0,0,0,1
3.26,1293,17,1,8,9,5,7,1,2,0,0,1,0,0,0,0,1
2.64,1390,18,1,4,6,6,4,0,2,0,0,0,0,0,0,1,0
4.0,1291,18,1,5,8,8,9,0,3,0,0,0,0,0,0,1,1
3.5,1262,18,1,3,8,6,9,0,0,0,0,0,0,0,1,0,1
3.48,1209,18,1,8,7,7,5,0,1,0,0,0,0,0,0,1,1
3.41,1256,18,0,8,5,10,7,0,2,0,1,0,0,0,0,0,1
3.8,1320,18,1,8,7,4,7,0,3,1,0,0,0,0,0,1,1
2.67,985,21,1,5,4,4,9,0,0,0,0,0,0,0,0,1,0
3.05,1304,18,1,9,10,8,7,1,0,0,0,0,0,0,1,0,1
3.64,1114,20,1,4,8,8,9,1,0,0,0,0,1,0,0,0,1
3.26,1374,20,0,4,8,9,10,1,0,0,0,0,0,0,0,1,1
3.34,1417,19,1,6,8,5,8,0,1,1,0,0,0,0,1,0,1
2.94,1158,18,1,5,2,7,7,0,1,0,1,0,0,0,0,0,0
3.35,1367,24,1,8,3,7,9,0,0,0,0,0,0,0,1,0,1
2.88,1042,17,1,7,9,5,9,0,0,0,0,1,0,0,0,0,0
3.16,1150,23,1,9,9,5,4,0,0,0,0,0,0,1,0,0,1
3.06,1187,17,0,8,6,6,10,0,0,0,0,0,0,0,0,1,1
2.23,898,18,1,3,5,7,6,0,2,1,0,0,0,1,0,0,0
3.19,1163,17,0,10,7,9,7,0,1,1,0,0,0,0,0,1,1
3.5,1375,17,1,5,8,5,7,0,3,0,0,0,1,0,0,0,1
3.14,1068,22,1,8,6,5,9,0,2,0,0,1,0,0,0,0,0
3.34,1301,18,0,5,2,7,7,0,0,0,0,0,0,1,0,0,1
2.42,1197,22,0,7,4,6,3,0,0,0,0,0,1,0,0,0,0
3.55,1466,17,1,5,5,4,4,1,3,0,0,0,0,0,1,0,1
3.14,1062,17,1,6,10,3,7,1,0,0,0,1,0,0,0,0,0
3.94,1145,17,0,6,2,8,4,0,0,0,1,0,0,0,0,0,1
2.74,1026,18,0,4,7,4,6,0,1,0,0,0,0,0,1,0,0
3.04,1349,19,0,7,7,5,9,0,1,0,0,0,0,0,0,1,1
3.81,1135,17,1,3,10,7,4,1,0,0,0,0,0,0,0,1,1
3.7,1268,17,1,7,3,9,4,0,0,0,0,1,0,0,0,0,1
2.79,1033,18,1,7,8,6,6,0,1,0,1,0,0,0,0,0,0
3.28,1271,18,0,8,6,6,3,0,0,0,0,1,0,0,0,0,1
3.44,1309,19,0,10,6,7,7,1,0,0,0,0,0,1,0,0,1
3.88,1111,17,0,4,8,5,9,0,0,0,0,0,0,0,1,0,1
2.09,1130,17,1,8,5,9,9,0,1,0,0,0,0,1,0,0,0
3.09,1088,18,0,8,6,7,6,0,0,0,1,0,0,0,0,0,0
3.48,902,24,0,4,7,8,7,0,2,0,0,1,0,0,0,0,0
3.42,1232,17,1,9,6,6,9,0,1,0,1,0,0,0,0,0,1
3.43,1202,18,1,4,8,7,8,0,1,0,0,1,0,0,0,0,1
3.93,1212,18,0,4,4,7,7,0,0,0,0,0,0,0,0,1,1
3.29,1151,18,1,6,7,5,9,0,0,0,0,0,0,0,1,0,1
2.84,1338,18,1,6,8,8,6,0,0,0,0,0,0,1,0,0,1
2.81,1017,18,1,6,5,6,8,1,0,0,0,1,0,0,0,0,0
3.1,1183,24,0,7,7,5,6,0,3,1,1,0,0,0,0,0,0
3.47,1207,17,1,5,5,6,7,0,0,1,0,0,1,0,0,0,1
3.79,1234,18,0,7,3,4,10,1,0,0,1,0,0,0,0,0,1
3.1,1497,18,0,7,5,7,6,0,1,0,0,0,1,0,0,0,1
3.46,897,18,1,6,10,7,5,0,0,1,1,0,0,0,0,0,0
3.33,1434,18,0,5,6,6,5,1,0,0,0,1,0,0,0,0,1
2.98,1305,24,1,5,10,5,7,0,2,0,0,0,0,1,0,0,1
3.88,1097,18,1,8,7,8,2,0,0,0,0,0,0,0,0,1,1
3.19,1268,18,1,8,6,7,6,0,0,1,0,0,1,0,0,0,1
3.05,978,18,0,4,5,8,7,0,0,1,0,0,0,0,0,1,0
2.94,1248,18,0,9,8,6,8,1,1,0,0,0,1,0,0,0,1
3.48,1525,18,0,6,9,1,5,0,0,1,0,0,0,0,1,0,1
2.81,1205,18,1,3,7,8,10,0,3,0,0,0,0,0,1,0,0
3.38,1324,20,0,7,6,7,2,0,3,0,0,0,1,0,0,0,1
3.18,1191,17,1,8,1,6,6,0,2,0,0,0,0,0,1,0,0
2.16,979,18,0,7,8,8,4,0,2,1,0,1,0,0,0,0,0
3.08,1108,22,1,4,6,9,6,0,0,0,0,1,0,0,0,0,0
2.98,972,18,1,6,4,6,5,0,0,1,0,0,1,0,0,0,0
2.93,939,17,0,8,7,6,8,0,2,0,0,0,0,0,0,1,0
2.98,1186,17,1,5,8,10,5,0,3,0,1,0,0,0,0,0,1
3.59,1381,17,0,10,5,7,10,0,2,1,0,0,0,0,0,1,1
3.07,1253,17,0,7,5,9,5,0,3,1,1,0,0,0,0,0,1
3.66,1204,17,0,9,7,6,2,0,1,1,0,1,0,0,0,0,1
3.52,1041,18,0,6,7,6,7,0,3,0,1,0,0,0,0,0,1
3.44,1297,18,0,10,2,1,7,0,0,1,0,0,0,0,0,1,1
2.8,1075,18,1,6,9,4,2,0,0,0,0,1,0,0,0,0,0
3.12,1209,18,0,6,5,5,7,1,0,1,0,0,0,0,0,1,0
3.28,1080,17,1,10,9,6,5,0,2,0,0,0,1,0,0,0,1
2.93,1262,18,0,5,5,8,8,0,2,0,0,1,0,0,0,0,1
3.41,1272,18,0,6,9,7,10,1,1,0,0,0,1,0,0,0,1
2.75,1338,18,0,9,8,5,9,1,0,0,0,0,0,1,0,0,1
3.41,1253,21,0,7,6,7,6,1,0,0,0,0,0,0,1,0,1
2.81,1320,18,0,7,2,7,10,1,2,0,1,0,0,0,0,0,1
3.91,1225,19,1,7,9,4,6,0,2,0,0,0,0,0,1,0,1
3.97,1377,17,0,7,10,9,7,0,2,1,0,0,1,0,0,0,1
3.4,1164,22,1,5,3,7,10,0,1,0,0,0,1,0,0,0,1
3.54,1075,18,0,9,6,5,5,0,0,1,0,0,0,1,0,0,1
3.65,1025,18,0,6,3,7,6,0,1,0,1,0,0,0,0,0,0
2.86,1419,17,0,8,6,7,5,0,0,0,0,0,0,1,0,0,1
3.07,1080,21,0,10,5,7,6,0,1,0,1,0,0,0,0,0,0
2.53,1353,19,1,7,4,7,7,0,1,1,0,0,1,0,0,0,0
3.09,1041,18,0,5,9,8,7,1,0,1,0,0,0,0,1,0,0
3.03,1400,18,0,8,6,7,6,0,2,0,0,1,0,0,0,0,1
2.92,1217,17,1,7,5,8,9,0,0,0,0,0,0,0,1,0,1
3.29,1137,21,1,7,6,6,5,0,2,1,0,0,0,0,0,1,0
2.79,1012,17,1,10,3,10,5,0,1,0,0,0,0,1,0,0,0
2.85,1109,17,0,8,10,9,8,0,0,0,1,0,0,0,0,0,1
2.87,1222,18,1,6,8,6,6,0,2,0,0,1,0,0,0,0,0
3.55,1179,18,0,5,6,4,9,1,2,0,0,0,0,0,0,1,1
3.22,1084,19,0,6,2,6,5,0,1,1,0,1,0,0,0,0,0
3.26,1291,17,0,6,3,5,7,0,2,0,0,0,1,0,0,0,1
2.99,1046,19,0,3,9,3,5,0,0,0,1,0,0,0,0,0,0
3.15,1448,17,1,9,5,5,6,0,1,0,0,0,0,1,0,0,1
3.79,1429,17,0,7,10,5,2,0,1,0,0,0,0,0,1,0,1
2.34,993,21,1,8,7,5,6,0,1,1,1,0,0,0,0,0,0
3.16,1285,18,1,10,7,5,8,0,2,0,0,0,0,1,0,0,1
4.0,1155,17,1,6,3,7,7,0,2,0,0,0,0,0,1,0,1
3.02,1016,17,1,5,8,7,9,0,0,0,0,0,0,1,0,0,0
2.23,1350,20,0,5,6,6,6,0,2,1,0,1,0,0,0,0,0
3.82,1197,17,1,9,9,7,8,0,1,0,0,0,0,1,0,0,1
3.17,1373,17,1,6,10,2,8,0,0,1,0,0,1,0,0,0,1
3.02,1203,20,1,7,9,6,5,0,0,1,0,0,1,0,0,0,1
3.1,1100,17,1,7,6,4,9,0,2,0,1,0,0,0,0,0,0
2.77,1445,18,0,9,5,8,8,0,0,0,0,1,0,0,0,0,1
3.57,1256,25,1,7,6,5,8,0,1,0,0,1,0,0,0,0,1
3.27,1362,17,0,5,2,6,5,1,2,0,0,0,0,1,0,0,1
3.1,909,18,1,4,8,7,6,0,0,1,0,0,0,0,0,1,0
2.64,1229,21,1,6,7,3,6,0,0,0,0,0,0,0,1,0,0
3.7,1210,17,1,7,4,5,4,0,0,1,0,0,1,0,0,0,1
2.67,1326,18,1,6,6,8,7,0,1,0,0,0,0,0,0,1,1
3.39,1145,17,0,5,6,6,9,0,1,0,0,0,1,0,0,0,1
3.67,1040,20,1,6,7,8,6,0,2,0,0,0,1,0,0,0,1
2.44,1361,18,1,7,3,5,2,0,2,0,0,0,0,0,1,0,0
3.32,1248,20,1,5,3,8,7,0,0,0,0,0,0,1,0,0,1
3.19,1329,18,1,9,7,5,5,0,0,1,0,0,0,0,0,1,1
2.88,1104,18,0,7,10,6,9,0,1,1,0,0,0,1,0,0,1
2.61,1511,19,0,7,10,3,7,0,0,0,1,0,0,0,0,0,1
3.52,1156,20,0,9,8,7,6,0,2,0,1,0,0,0,0,0,1
4.0,1164,17,0,6,7,7,4,0,0,0,0,1,0,0,0,0,1
3.81,1126,17,1,8,5,8,7,0,1,0,0,1,0,0,0,0,1
2.45,800,18,0,7,5,9,5,0,0,0,0,0,1,0,0,0,0
3.14,1064,18,0,5,8,4,5,0,3,0,0,0,1,0,0,0,0
2.64,1181,19,0,5,9,7,3,0,0,0,1,0,0,0,0,0,0
4.0,1107,18,1,5,4,4,4,0,3,0,1,0,0,0,0,0,0
3.87,1089,19,1,9,9,10,6,0,3,0,0,0,0,0,1,0,1
2.36,1196,17,1,5,9,8,3,0,2,0,0,0,0,0,0,1,0
3.19,1107,17,0,9,7,8,6,0,2,0,0,0,0,0,1,0,1
3.63,1189,18,0,6,8,6,10,0,2,1,0,0,0,0,0,1,1
2.29,1322,19,0,9,7,10,3,1,0,0,1,0,0,0,0,0,0
3.35,1263,19,1,6,9,6,7,0,3,0,0,0,1,0,0,0,1
3.44,1099,19,0,8,9,7,6,0,1,0,0,0,0,1,0,0,1
2.71,1016,18,0,5,5,3,7,0,0,0,0,0,0,0,0,1,0
2.29,1418,24,0,8,7,7,5,0,0,0,0,0,0,0,1,0,0
3.82,1152,18,1,7,8,6,6,0,0,1,0,0,0,0,1,0,1
3.14,1407,19,0,10,8,4,4,0,0,0,0,0,0,1,0,0,1
2.84,1425,17,1,6,6,5,8,0,0,1,0,1,0,0,0,0,1
2.76,1069,17,1,3,6,8,10,1,1,1,1,0,0,0,0,0,0
3.44,1170,18,0,7,3,3,7,0,2,0,0,0,0,0,0,1,0
4.0,1082,18,1,8,8,4,6,1,1,0,0,0,0,1,0,0,1
2.95,1169,18,0,6,8,5,3,0,0,0,0,0,0,0,0,1,0
4.0,1356,18,0,3,3,4,5,0,1,0,0,0,0,0,0,1,1
3.84,1201,18,0,8,4,7,9,0,1,0,1,0,0,0,0,0,1
3.08,1371,17,0,7,8,3,7,0,0,1,0,0,1,0,0,0,1
3.39,1011,19,1,10,6,7,6,0,0,0,0,0,0,0,0,1,1
2.77,1313,18,0,7,10,6,7,0,1,0,0,0,0,0,1,0,1
3.0,1345,18,0,5,7,10,7,0,1,0,0,0,1,0,0,0,1
2.38,1323,17,1,7,8,6,9,0,0,0,0,0,0,1,0,0,0
3.49,934,17,1,4,8,7,9,0,1,1,0,0,0,0,0,1,0
3.32,1260,17,1,3,6,7,9,0,0,0,0,0,0,0,0,1,1
3.58,1108,18,1,10,6,8,6,0,0,1,0,0,0,1,0,0,1
2.48,1318,20,1,5,4,10,4,0,0,1,0,0,1,0,0,0,0
3.53,1233,17,0,7,5,7,6,0,2,0,0,1,0,0,0,0,1
3.29,1081,18,1,8,9,4,10,0,0,1,0,0,0,1,0,0,1
3.95,1291,20,1,9,5,7,8,0,0,0,0,1,0,0,0,0,1
3.15,1182,19,1,9,9,6,10,0,3,1,0,0,0,1,0,0,1
2.67,1138,19,0,7,5,7,5,0,0,0,0,0,1,0,0,0,0
3.92,1366,17,1,7,10,7,7,0,0,1,0,0,0,0,1,0,1
2.25,1014,17,0,9,5,7,5,1,1,0,0,0,0,0,1,0,0
3.87,1064,23,1,4,7,7,7,0,3,0,0,0,0,0,1,0,1
3.35,1056,17,0,7,7,3,5,1,0,0,0,0,1,0,0,0,0
3.45,1232,18,1,7,7,4,8,0,0,0,0,0,0,0,1,0,1
2.98,1204,17,1,7,8,2,7,1,0,0,0,1,0,0,0,0,0
3.52,1404,24,0,7,7,7,8,0,2,1,0,0,1,0,0,0,1
3.33,1153,18,1,2,6,7,5,0,2,0,0,0,0,1,0,0,0
