GPA,SAT,Age,Gender,EssayScore,InterviewScore,ExtracurricularScore,RecommendationScore,LegacyStatus,FinancialAid,FirstGeneration,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Black_or_African_American,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_White,Ethnicity_Hispanic_or_Latino,Admitted
3.53,1002,18,1,5,6,10,9,0,1,0,1,0,0,0,0,0,1
2.86,1157,18,1,8,4,4,7,1,3,0,0,1,0,0,0,0,0
2.79,1007,17,0,6,6,8,7,0,0,0,0,1,0,0,0,0,0
3.6,1405,17,0,2,7,7,4,0,0,0,0,0,1,0,0,0,1
3.43,1274,18,1,7,6,9,4,0,1,0,0,0,0,1,0,0,1
3.38,1079,18,0,8,10,6,7,0,1,0,0,0,0,1,0,0,1
2.87,1375,17,0,3,8,3,7,0,0,1,0,0,0,0,0,1,1
3.85,1345,19,0,6,8,8,7,0,1,0,0,0,0,0,1,0,1
3.21,1243,17,0,5,8,6,9,0,0,0,0,1,0,0,0,0,1
4.0,1194,17,1,8,7,9,4,0,1,0,0,0,1,0,0,0,1
3.28,1155,19,1,3,7,8,10,0,1,0,0,0,0,0,1,0,1
2.03,1119,18,0,7,3,8,4,0,2,0,0,0,0,0,1,0,0
2.01,999,19,0,2,6,10,7,1,3,0,0,0,0,0,0,1,0
3.51,1429,18,1,7,4,7,4,1,1,0,1,0,0,0,0,0,1
3.85,1121,23,0,7,4,9,8,1,0,0,0,0,1,0,0,0,1
2.81,1204,18,1,5,9,6,4,1,1,1,0,1,0,0,0,0,0
4.0,1063,17,1,9,4,8,1,0,0,1,0,0,0,0,1,0,1
4.0,1161,18,0,1,4,5,7,0,3,0,0,1,0,0,0,0,1
3.31,1600,17,0,6,7,7,6,0,2,0,0,1,0,0,0,0,1
3.47,1091,21,0,9,6,7,9,1,1,1,0,0,0,0,1,0,1
3.65,1417,17,1,7,7,2,7,0,2,0,0,0,0,0,1,0,1
4.0,1195,18,1,9,10,5,5,0,1,0,0,0,1,0,0,0,1
3.54,1301,17,0,6,8,7,5,1,0,0,0,0,0,1,0,0,1
3.29,1386,19,1,6,3,2,10,0,2,0,0,0,0,0,0,1,1
3.54,1240,18,1,9,8,6,5,0,1,1,1,0,0,0,0,0,1
3.47,1147,25,0,8,6,9,8,0,3,1,0,1,0,0,0,0,1
3.66,1172,17,0,10,7,9,7,0,0,0,0,0,0,1,0,0,1
2.41,1177,17,0,7,3,5,8,0,2,0,0,1,0,0,0,0,0
3.36,1479,17,1,7,8,9,7,0,1,0,0,1,0,0,0,0,1
3.43,977,19,0,6,4,9,6,0,2,0,0,0,0,1,0,0,0
3.16,934,20,1,6,8,2,3,0,0,0,0,0,1,0,0,0,0
3.59,944,17,1,9,5,7,7,0,1,1,0,1,0,0,0,0,1
4.0,1065,17,0,6,8,7,6,0,2,0,0,0,1,0,0,0,1
3.27,1305,19,0,5,4,10,7,1,1,0,1,0,0,0,0,0,1
3.55,1314,17,0,6,3,7,8,0,0,0,0,0,1,0,0,0,1
4.0,1108,17,1,6,5,9,6,1,1,1,1,0,0,0,0,0,1
3.28,1195,17,1,5,7,5,5,0,3,0,0,0,0,1,0,0,0
2.76,1032,17,1,6,4,3,8,0,2,0,0,0,0,0,0,1,0
3.51,1046,17,0,5,7,5,6,0,1,0,0,0,0,0,1,0,1
2.1,1286,17,1,6,8,10,6,0,2,1,0,1,0,0,0,0,0
2.05,1357,18,0,9,4,8,5,0,1,0,0,0,0,0,0,1,0
3.37,1128,19,0,7,7,10,8,0,3,1,0,1,0,0,0,0,1
2.03,1445,18,1,10,8,4,6,0,1,0,1,0,0,0,0,0,0
2.54,1344,19,1,5,6,9,10,1,0,0,0,0,0,0,1,0,1
3.01,1438,17,0,7,6,8,7,0,0,1,0,0,0,1,0,0,1
2.84,1154,18,1,7,4,6,4,1,0,1,1,0,0,0,0,0,0
3.13,1428,18,0,8,7,8,6,0,1,0,0,1,0,0,0,0,1
3.76,1526,19,1,5,7,7,8,0,2,0,0,1,0,0,0,0,1
3.32,1138,17,1,6,7,7,5,0,2,1,1,0,0,0,0,0,0
2.78,1176,20,0,7,10,8,6,0,3,0,1,0,0,0,0,0,1
3.88,1057,17,0,5,6,8,8,0,0,0,0,1,0,0,0,0,1
2.49,1028,18,1,3,7,7,9,0,1,0,0,1,0,0,0,0,0
3.31,1030,23,1,9,9,10,5,0,1,0,0,0,0,0,0,1,1
2.43,1078,18,0,8,6,6,6,0,0,1,0,0,0,0,0,1,0
3.33,1241,18,0,6,5,10,7,0,1,0,0,0,0,0,0,1,1
3.04,1084,22,0,7,7,4,9,0,0,0,0,0,0,0,1,0,1
3.74,1236,18,0,9,5,5,4,1,0,0,0,1,0,0,0,0,1
3.56,1239,17,1,9,9,5,7,1,0,1,0,0,0,0,0,1,1
2.91,1129,25,1,7,8,8,7,0,2,1,1,0,0,0,0,0,0
2.81,1190,17,1,5,5,5,5,0,1,1,0,0,1,0,0,0,0
3.04,1120,20,1,9,4,9,9,0,2,0,0,0,0,0,0,1,0
4.0,1153,17,0,7,7,5,8,0,1,0,0,1,0,0,0,0,1
4.0,1078,19,1,6,7,7,10,0,0,1,1,0,0,0,0,0,1
2.72,1212,18,0,7,4,8,9,0,0,1,0,1,0,0,0,0,1
3.6,1109,24,0,9,8,4,7,0,0,1,0,0,0,0,0,1,1
2.33,1025,18,1,6,8,4,8,0,0,0,0,0,0,0,0,1,0
2.98,1289,17,1,8,7,7,7,1,3,0,0,0,0,0,1,0,1
2.74,1294,18,0,6,8,6,5,0,1,1,0,0,0,1,0,0,1
3.73,1366,17,1,8,5,7,4,0,0,0,0,0,0,1,0,0,1
2.55,1046,19,0,5,5,4,7,0,0,0,0,1,0,0,0,0,0
3.41,1127,20,1,9,6,6,7,0,1,0,0,0,0,0,0,1,1
3.2,1234,18,0,5,5,6,6,0,1,0,0,0,0,0,0,1,1
3.11,1124,19,1,7,8,2,6,0,1,1,0,0,0,1,0,0,0
4.0,1285,17,0,4,8,8,10,0,0,0,0,0,0,1,0,0,1
4.0,1274,18,0,7,5,5,2,0,1,1,0,0,0,0,0,1,1
3.13,1271,18,0,7,5,9,8,0,0,0,0,0,0,0,1,0,1
3.03,1418,18,0,5,8,5,8,0,2,1,0,1,0,0,0,0,1
2.45,1296,17,0,6,5,5,8,0,0,0,1,0,0,0,0,0,0
3.2,1223,19,1,7,6,4,4,0,0,1,1,0,0,0,0,0,0
4.0,1170,17,1,8,4,9,6,0,1,0,0,0,0,1,0,0,1
3.14,1181,18,1,7,5,7,6,0,0,0,0,0,0,0,0,1,0
3.56,1040,17,0,9,3,9,7,0,1,0,0,0,1,0,0,0,1
2.5,935,19,0,9,9,6,4,0,0,1,1,0,0,0,0,0,0
2.98,1269,17,1,6,9,6,7,0,0,0,0,0,0,1,0,0,1
3.43,1383,18,1,4,5,3,5,0,2,0,0,0,0,0,0,1,0
3.25,1150,17,0,6,7,5,6,0,0,0,0,0,0,0,0,1,1
3.61,1438,19,1,2,4,7,9,0,0,0,0,0,0,0,1,0,1
2.9,1173,18,0,6,8,7,8,0,0,1,0,0,0,1,0,0,1
2.33,906,19,0,9,5,10,7,0,2,0,1,0,0,0,0,0,0
3.76,1337,17,1,8,9,3,4,0,1,0,0,0,1,0,0,0,1
2.73,1128,19,1,7,8,7,7,0,3,0,0,0,1,0,0,0,0
3.45,1351,17,1,5,6,6,7,0,2,0,1,0,0,0,0,0,1
3.43,1008,17,1,7,6,7,2,0,2,0,0,0,0,0,0,1,0
2.37,1261,18,1,10,7,7,7,1,1,0,0,0,0,1,0,0,0
3.72,1079,17,0,9,5,6,4,0,2,0,0,1,0,0,0,0,1
2.92,1230,17,0,6,9,4,4,0,1,0,0,0,1,0,0,0,0
3.23,1314,22,1,4,7,4,4,0,2,1,0,0,1,0,0,0,0
3.02,1280,24,1,10,8,6,2,0,2,0,1,0,0,0,0,0,0
4.0,1210,19,1,5,2,4,6,0,1,0,0,0,0,0,1,0,1
3.87,993,17,1,8,7,6,4,0,0,0,0,0,1,0,0,0,0
2.29,1309,17,1,3,7,6,9,0,1,0,0,0,0,0,0,1,0
4.0,1354,18,1,6,6,2,6,1,1,0,0,0,1,0,0,0,1
2.86,1043,17,0,3,7,10,5,0,1,0,0,0,0,0,1,0,0
4.0,1065,22,1,4,6,7,3,0,3,1,0,1,0,0,0,0,1
3.07,1361,17,0,5,10,2,6,0,1,1,0,0,0,1,0,0,1
3.03,1168,25,1,7,7,7,9,0,0,1,0,0,1,0,0,0,1
3.08,1069,18,0,6,7,6,10,1,1,0,0,0,0,0,1,0,1
3.0,1240,19,0,10,8,4,6,0,2,0,0,0,0,1,0,0,1
4.0,1104,17,0,9,5,7,6,0,2,1,0,0,0,0,1,0,1
3.16,1224,20,0,9,4,5,8,0,1,0,0,0,0,0,1,0,1
3.05,1138,17,0,8,8,7,4,0,0,0,0,0,0,0,1,0,1
3.24,1150,18,0,7,6,5,7,0,0,0,0,0,0,0,0,1,1
2.72,1366,19,1,9,9,5,10,0,0,0,0,0,1,0,0,0,1
4.0,829,17,1,2,9,6,8,0,0,0,0,0,0,1,0,0,0
2.46,1283,18,0,5,2,3,8,0,2,1,0,0,1,0,0,0,0
2.89,1341,18,0,4,7,6,9,0,0,0,0,0,1,0,0,0,1
3.67,1106,18,1,3,9,8,8,0,0,0,0,0,0,0,0,1,1
3.22,1340,18,0,5,3,9,6,0,2,0,0,1,0,0,0,0,1
3.47,1056,18,0,4,7,9,4,1,1,0,0,0,0,1,0,0,1
3.97,1101,18,1,9,8,9,6,1,0,0,0,0,0,0,0,1,1
3.7,1083,18,0,7,6,6,5,0,1,0,0,0,1,0,0,0,1
3.27,1342,18,1,2,6,4,6,0,0,0,0,0,0,0,0,1,0
4.0,938,17,0,7,9,8,5,0,1,0,0,0,0,1,0,0,1
2.89,1446,20,1,4,4,5,6,1,2,0,0,0,0,1,0,0,0
3.15,1154,20,0,7,8,7,4,1,3,0,0,0,0,1,0,0,1
3.18,1292,18,0,7,7,8,5,0,0,0,1,0,0,0,0,0,1
3.15,1279,18,0,5,9,10,7,0,0,0,0,0,0,1,0,0,1
2.67,1222,18,1,7,5,8,8,0,1,0,0,0,0,0,1,0,0
2.41,1109,19,0,7,9,7,7,1,0,0,0,0,0,0,0,1,0
3.41,1386,18,1,6,4,4,6,0,1,0,0,0,0,0,1,0,1
2.88,1122,17,0,5,6,9,7,0,0,0,1,0,0,0,0,0,0
4.0,1090,18,0,7,4,7,10,1,1,0,0,1,0,0,0,0,1
3.16,1331,17,1,6,8,6,5,0,2,1,0,1,0,0,0,0,1
3.07,1221,17,1,7,5,6,10,0,3,0,0,1,0,0,0,0,1
3.75,1403,18,0,6,9,6,4,0,2,0,0,0,0,0,0,1,1
3.4,1190,18,1,4,3,7,3,0,0,1,0,0,0,0,0,1,0
3.11,1102,18,0,6,6,4,6,0,1,0,0,0,0,0,0,1,0
2.88,1241,18,0,7,10,9,6,0,1,0,0,0,1,0,0,0,1
4.0,1132,22,1,7,5,9,4,0,3,0,0,0,0,1,0,0,1
3.38,1106,18,1,6,9,6,6,0,3,0,0,0,0,1,0,0,0
3.74,1324,18,0,6,8,6,7,0,3,0,0,0,0,1,0,0,1
2.69,1474,17,1,5,4,6,5,1,2,1,0,0,0,0,1,0,0
2.91,1163,17,1,6,7,7,9,0,1,0,0,1,0,0,0,0,1
4.0,1053,18,1,9,10,6,9,0,2,0,1,0,0,0,0,0,1
3.9,1176,18,1,5,6,8,9,1,3,0,0,1,0,0,0,0,1
3.43,1277,19,0,7,5,4,5,0,1,0,0,0,0,0,1,0,1
3.01,1238,18,1,4,7,5,5,0,2,0,0,1,0,0,0,0,0
3.08,1379,18,0,8,6,8,6,0,3,0,0,0,1,0,0,0,1
2.86,1299,17,1,5,4,7,6,0,1,0,0,0,1,0,0,0,0
2.62,1034,17,1,5,6,5,6,0,0,0,0,0,1,0,0,0,0
3.66,1126,22,1,7,6,7,8,0,0,0,0,0,0,0,1,0,1
3.47,992,18,1,2,6,5,8,0,0,0,1,0,0,0,0,0,0
3.57,1371,17,0,4,2,6,5,0,1,1,0,0,1,0,0,0,1
3.03,901,19,1,7,7,9,4,0,1,0,0,0,1,0,0,0,0
3.33,1007,19,1,9,3,8,4,0,1,0,1,0,0,0,0,0,0
2.98,1123,18,0,7,8,7,5,0,1,1,1,0,0,0,0,0,1
2.84,1284,17,1,7,9,4,8,0,3,1,0,0,1,0,0,0,0
4.0,1121,18,0,10,3,6,7,0,0,1,0,0,0,0,0,1,1
3.26,1145,17,1,7,9,7,8,0,2,0,0,0,0,1,0,0,1
3.45,1148,19,1,4,6,9,3,0,0,1,0,0,1,0,0,0,0
3.62,1225,18,1,9,9,3,7,1,1,0,0,0,1,0,0,0,1
3.27,1016,18,0,5,8,5,7,0,1,0,0,0,0,0,0,1,0
3.32,1057,18,0,5,4,9,9,0,2,1,1,0,0,0,0,0,1
2.66,1452,17,1,4,5,9,6,0,1,1,0,0,0,1,0,0,0
2.75,1260,17,0,6,10,6,6,0,0,0,0,0,1,0,0,0,1
2.73,1314,23,0,4,4,10,10,0,0,1,0,0,0,0,0,1,1
3.5,1208,17,0,8,7,5,6,0,0,0,0,0,1,0,0,0,1
3.24,1178,17,0,6,5,3,7,1,1,0,0,0,0,0,1,0,1
2.75,1268,23,0,4,5,8,7,0,1,0,0,0,0,0,1,0,0
3.49,1309,18,0,6,6,9,3,1,1,1,0,0,0,0,0,1,1
3.47,1326,19,0,8,10,9,7,0,2,0,0,0,1,0,0,0,1
2.85,1181,17,0,10,8,5,4,0,3,1,0,0,0,1,0,0,1
3.19,1343,18,0,3,4,7,6,0,1,0,0,0,0,0,0,1,1
3.47,830,18,0,5,7,8,6,0,0,1,1,0,0,0,0,0,0
2.77,1333,19,0,4,3,7,5,0,2,0,0,0,0,0,1,0,0
3.48,1135,17,0,7,2,9,8,0,1,0,0,0,0,0,1,0,1
3.35,1283,18,0,4,7,6,7,0,1,1,0,0,0,0,1,0,1
2.7,1102,19,1,9,8,6,4,0,1,0,0,0,0,0,0,1,0
3.31,1000,18,0,9,10,7,4,0,1,0,1,0,0,0,0,0,1
3.38,1250,18,1,8,7,8,8,1,2,0,0,0,0,0,0,1,1
2.89,974,17,0,5,7,6,6,0,3,0,0,0,1,0,0,0,0
2.93,1140,17,0,5,6,8,4,0,3,0,0,0,1,0,0,0,0
2.7,1078,18,0,6,8,10,6,0,2,0,0,0,0,0,1,0,0
2.98,1173,18,1,9,4,5,6,1,2,0,0,0,1,0,0,0,0
3.19,1319,24,0,3,5,6,4,1,0,1,0,0,0,1,0,0,1
2.93,1126,19,0,7,4,8,5,0,2,1,0,0,0,1,0,0,0
2.46,1247,18,1,5,5,10,8,1,0,1,1,0,0,0,0,0,0
2.86,1310,20,0,6,5,8,10,0,2,0,0,1,0,0,0,0,1
2.99,1108,17,1,8,5,5,7,0,0,1,0,0,1,0,0,0,0
3.61,1111,18,0,3,5,7,4,0,0,0,0,0,0,0,0,1,0
3.5,1405,17,1,6,7,8,6,0,0,1,0,1,0,0,0,0,1
3.62,1188,17,0,6,9,5,7,0,1,0,0,0,1,0,0,0,1
2.83,1276,19,0,6,7,4,8,0,1,0,1,0,0,0,0,0,1
3.27,1275,18,1,6,5,6,8,0,0,0,0,1,0,0,0,0,1
2.0,1020,18,1,8,7,8,9,0,2,0,0,0,1,0,0,0,0
3.41,1085,18,1,6,7,4,6,0,2,1,0,0,0,0,0,1,0
3.51,1256,18,1,7,7,5,7,0,2,1,0,0,0,1,0,0,1
3.02,889,17,1,7,6,7,3,0,2,0,0,0,0,1,0,0,0
3.35,1168,18,0,7,10,9,4,0,2,1,0,0,1,0,0,0,1
2.44,1070,18,1,8,7,7,4,0,3,0,1,0,0,0,0,0,0
2.8,1366,19,1,7,5,7,5,1,1,0,0,0,0,0,1,0,0
3.58,1251,17,0,6,5,9,4,0,1,0,1,0,0,0,0,0,1
3.46,1378,17,0,4,8,10,4,0,2,0,1,0,0,0,0,0,1
2.99,1194,18,1,9,4,9,9,0,0,0,0,0,0,0,0,1,1
3.61,1182,19,1,10,9,2,3,0,0,0,0,0,0,1,0,0,1
3.27,1154,18,1,6,3,7,6,0,2,0,1,0,0,0,0,0,0
2.95,1124,19,0,7,9,8,8,0,0,0,0,0,0,1,0,0,1
3.11,1600,25,1,5,8,10,6,0,1,1,0,0,0,0,0,1,1
2.97,1321,25,0,5,6,8,9,0,0,0,0,0,0,1,0,0,1
2.61,1040,19,0,7,5,5,5,0,2,0,0,0,0,1,0,0,0
3.83,1595,19,0,10,9,5,10,0,3,0,0,0,0,0,1,0,1
2.92,1139,17,1,10,10,5,3,0,0,0,1,0,0,0,0,0,0
2.78,1248,19,1,9,5,7,9,0,0,1,0,0,1,0,0,0,0
2.44,1340,18,0,8,8,6,5,0,0,0,0,0,0,0,0,1,1
2.0,969,23,1,5,8,1,9,0,1,1,1,0,0,0,0,0,0
3.55,1075,17,1,9,8,4,6,0,1,0,0,0,0,1,0,0,1
3.6,1447,18,1,1,7,6,9,0,1,1,0,0,0,1,0,0,1
3.8,1166,18,1,7,6,4,9,0,0,1,0,0,0,1,0,0,1
3.13,1349,18,1,9,7,4,5,0,1,0,0,1,0,0,0,0,1
3.04,1131,17,0,7,2,10,9,0,0,0,0,0,0,0,1,0,1
2.95,1185,18,1,10,9,6,6,0,1,0,0,0,1,0,0,0,1
2.99,1467,19,0,4,3,6,4,0,0,1,0,0,0,0,1,0,1
3.76,1265,18,0,10,5,8,8,0,1,0,0,0,0,0,0,1,1
3.19,1148,17,1,6,6,9,4,0,0,0,0,0,0,1,0,0,0
3.39,1097,19,0,9,5,10,5,0,0,0,0,0,0,0,0,1,1
2.98,1111,17,0,9,4,10,5,0,0,1,1,0,0,0,0,0,1
3.86,1386,17,0,10,9,7,7,1,1,0,0,0,0,0,1,0,1
2.25,1314,18,0,8,10,3,5,0,1,1,0,0,0,1,0,0,0
2.59,1027,19,0,8,10,4,4,0,2,1,0,0,1,0,0,0,0
3.39,1213,18,0,9,8,6,4,0,0,0,0,0,0,0,0,1,1
4.0,1189,18,0,7,10,8,5,0,0,0,0,1,0,0,0,0,1
3.09,1247,18,1,8,6,7,7,0,0,0,1,0,0,0,0,0,1
2.78,1109,18,1,6,6,4,8,1,0,0,0,0,0,1,0,0,0
3.7,1364,17,0,5,7,3,8,0,0,0,0,0,0,0,0,1,1
3.36,1199,23,1,8,9,7,6,0,0,0,1,0,0,0,0,0,1
3.85,1256,19,0,7,8,7,6,0,1,0,0,0,0,0,0,1,1
2.55,1082,18,1,9,10,6,6,0,1,1,0,0,0,0,1,0,0
3.81,1089,18,0,6,7,7,7,0,2,0,0,0,0,0,0,1,1
2.43,1598,19,0,5,4,9,9,1,0,1,0,0,0,1,0,0,1
3.06,1470,18,1,9,5,7,6,0,1,0,1,0,0,0,0,0,1
3.41,1189,17,1,7,9,5,8,0,2,0,0,1,0,0,0,0,1
3.29,1429,17,0,5,6,10,4,0,0,0,1,0,0,0,0,0,1
3.73,1381,18,1,9,7,6,8,0,2,0,0,0,0,0,1,0,1
2.29,1106,21,1,8,7,7,7,0,3,0,0,0,1,0,0,0,0
3.27,1091,17,1,10,10,5,4,0,2,0,1,0,0,0,0,0,0
3.8,1300,17,0,6,8,4,9,1,1,0,0,1,0,0,0,0,1
3.23,1239,18,0,6,8,5,4,0,1,1,0,0,0,0,1,0,1
2.63,1139,19,0,4,7,4,2,0,2,0,0,0,0,0,1,0,0
3.7,1308,17,0,5,5,1,8,1,0,1,0,0,0,1,0,0,1
2.88,983,17,1,6,7,6,7,0,2,1,0,0,0,1,0,0,0
2.79,1217,18,0,8,10,9,4,0,1,0,0,0,0,0,1,0,1
2.72,1014,18,1,5,8,5,7,1,2,0,0,0,0,0,0,1,0
3.1,1019,17,0,5,5,10,9,0,0,0,0,1,0,0,0,0,1
3.29,1093,17,0,10,6,9,7,0,0,0,0,0,0,0,0,1,1
2.57,1254,18,1,1,9,6,10,0,1,0,0,0,0,0,1,0,0
2.67,1098,18,0,7,5,4,5,0,1,1,0,0,1,0,0,0,0
2.85,1017,24,0,4,6,3,2,0,0,0,0,1,0,0,0,0,0
2.72,1271,18,1,5,4,6,4,0,1,1,1,0,0,0,0,0,0
3.22,1423,17,1,9,6,7,2,0,0,0,0,0,0,0,0,1,1
3.38,1295,18,1,7,7,6,10,0,1,0,0,0,0,0,0,1,1
3.31,1470,18,1,10,6,9,6,0,1,1,0,0,0,0,0,1,1
3.31,1411,17,0,8,7,9,10,0,0,0,0,0,0,0,0,1,1
4.0,1126,21,1,5,4,7,6,0,1,1,0,0,0,1,0,0,1
3.41,1294,19,1,8,5,8,5,0,0,0,0,0,0,0,0,1,1
3.59,1186,17,0,9,10,6,3,0,1,1,0,1,0,0,0,0,1
2.99,1359,17,0,8,6,6,6,0,0,1,0,0,0,0,1,0,1
3.67,1186,17,1,6,7,7,8,0,2,0,1,0,0,0,0,0,1
2.97,1081,17,1,3,5,6,6,1,0,1,0,0,0,0,0,1,0
3.41,1406,18,1,6,7,8,3,1,1,0,1,0,0,0,0,0,1
2.51,1247,18,1,10,6,4,8,0,1,0,0,1,0,0,0,0,0
3.28,1100,23,1,5,9,5,8,1,0,0,0,0,1,0,0,0,0
2.71,1125,17,0,6,9,4,5,0,0,0,0,0,0,0,0,1,0
3.67,1099,18,1,8,9,5,5,0,0,0,0,0,0,1,0,0,1
3.64,1049,20,0,8,7,6,3,0,0,1,0,0,0,0,0,1,1
2.97,1128,18,0,4,10,9,8,0,1,0,0,0,0,0,1,0,1
4.0,1255,17,1,6,8,7,6,0,1,1,0,0,0,0,1,0,1
3.06,1209,17,0,9,4,4,1,0,0,1,1,0,0,0,0,0,0
2.39,1134,18,1,7,10,4,4,0,1,1,0,0,1,0,0,0,0
2.81,1424,23,1,9,6,6,8,1,3,1,0,1,0,0,0,0,1
2.68,898,21,0,9,9,8,6,1,2,1,0,1,0,0,0,0,1
3.39,1245,22,0,5,4,9,4,0,0,0,0,0,0,0,1,0,1
2.58,1178,19,0,6,6,3,7,0,0,0,0,0,0,0,0,1,0
2.93,1054,18,1,8,8,7,5,0,1,0,0,0,0,0,0,1,0
3.36,1254,21,0,3,7,6,5,0,0,0,0,0,0,0,0,1,1
3.27,1167,24,1,6,6,6,6,1,0,0,0,0,0,1,0,0,0
3.19,1387,18,0,8,2,4,10,1,0,0,0,0,0,0,1,0,1
3.26,1330,17,0,5,5,6,10,1,0,0,0,0,0,0,0,1,1
3.01,1485,18,1,8,5,4,3,0,1,1,0,0,0,0,1,0,0
2.4,1127,17,0,5,3,6,6,1,1,0,0,0,1,0,0,0,0
3.0,1409,17,1,5,5,9,4,0,0,0,0,0,0,0,0,1,1
3.43,1025,22,0,8,10,8,4,0,1,0,0,0,1,0,0,0,1
3.13,1183,21,0,9,9,10,3,0,1,0,0,0,0,0,1,0,1
3.4,1130,17,1,5,5,8,5,1,1,0,0,0,0,0,0,1,0
2.91,1290,18,1,4,5,7,4,1,3,0,0,0,0,0,1,0,0
3.7,1286,19,1,6,5,8,9,0,3,1,0,1,0,0,0,0,1
2.0,1064,18,0,7,8,5,5,0,1,0,1,0,0,0,0,0,0
3.27,1298,18,1,5,7,2,3,1,2,0,0,0,1,0,0,0,0
3.87,1142,19,1,10,5,8,6,0,0,0,0,0,1,0,0,0,1
3.95,1077,20,1,6,5,3,6,0,1,1,0,0,0,0,1,0,0
3.08,1198,21,0,5,9,9,6,0,1,0,0,0,0,0,0,1,1
2.54,978,18,0,10,10,8,8,0,1,0,0,0,0,1,0,0,0
3.88,1339,17,1,9,5,5,9,1,0,1,0,0,0,0,0,1,1
3.17,1191,21,0,5,6,6,6,0,0,0,0,0,0,0,0,1,1
3.12,1194,17,0,9,7,6,7,0,0,0,0,0,0,1,0,0,1
2.75,1186,19,0,5,6,5,6,0,1,0,1,0,0,0,0,0,0
2.58,1447,17,0,8,9,8,8,0,3,0,0,0,1,0,0,0,1
3.48,1427,18,0,10,6,8,4,0,0,0,1,0,0,0,0,0,1
3.53,1402,18,1,4,10,4,8,1,3,0,0,0,0,0,0,1,1
3.3,1187,17,0,5,9,5,7,0,0,1,0,0,1,0,0,0,1
2.82,1032,21,0,5,5,6,5,1,3,0,1,0,0,0,0,0,0
2.67,1197,17,1,7,7,9,10,1,2,0,0,0,0,0,1,0,1
2.48,1247,20,0,7,5,8,4,0,0,1,0,0,0,0,1,0,0
2.92,1321,20,0,6,6,2,7,0,0,1,0,1,0,0,0,0,1
2.7,1246,18,0,3,8,6,5,0,0,1,0,1,0,0,0,0,1
2.35,1046,19,1,4,7,7,8,0,3,0,0,0,0,1,0,0,0
3.53,1119,17,0,5,10,5,10,0,1,0,0,0,0,1,0,0,1
2.54,1106,19,0,8,4,5,8,0,1,1,0,0,1,0,0,0,0
3.69,1280,18,0,4,6,5,6,0,0,0,0,0,0,0,0,1,1
3.4,1284,18,0,5,5,6,8,0,3,0,0,0,0,0,1,0,1
3.35,1304,18,0,4,6,5,5,0,0,0,0,0,0,1,0,0,1
4.0,1245,18,1,7,7,8,7,0,0,0,0,0,0,1,0,0,1
2.56,891,21,1,9,5,5,7,0,0,0,1,0,0,0,0,0,0
3.64,941,17,0,7,8,4,4,0,1,1,0,0,1,0,0,0,0
3.05,1178,18,0,10,10,6,10,0,0,0,0,0,0,0,0,1,1
4.0,1214,17,1,7,2,9,9,0,1,0,0,1,0,0,0,0,1
3.01,1388,19,1,6,9,8,5,1,0,0,0,0,0,0,0,1,1
2.93,1211,17,1,5,10,8,9,0,1,0,0,0,1,0,0,0,1
3.41,1053,18,0,7,7,7,4,0,1,1,0,0,0,1,0,0,1
3.1,1299,17,1,5,5,5,7,0,0,1,0,0,1,0,0,0,0
2.82,1197,18,0,5,5,5,7,0,0,0,0,0,0,0,0,1,0
2.71,1139,19,1,4,6,5,10,0,2,1,0,0,1,0,0,0,0
3.93,957,19,0,6,7,9,7,0,0,0,0,0,0,0,1,0,1
2.62,1212,19,1,5,6,7,3,0,0,0,0,0,0,1,0,0,0
3.31,1234,18,1,10,6,3,9,0,1,1,0,0,1,0,0,0,1
3.73,1050,20,1,7,5,9,6,0,0,1,1,0,0,0,0,0,1
3.75,1311,18,1,7,6,6,6,0,1,0,1,0,0,0,0,0,1
2.9,1298,21,0,5,6,8,7,0,0,0,1,0,0,0,0,0,1
3.1,1207,18,0,10,6,9,5,0,0,0,0,0,1,0,0,0,1
3.0,1201,18,1,5,4,1,10,0,2,0,0,0,0,0,0,1,0
2.43,1341,17,1,6,6,7,8,0,0,0,0,0,1,0,0,0,0
3.47,1255,18,1,8,6,6,4,0,0,0,0,0,0,0,1,0,1
3.22,1094,17,1,7,7,2,5,0,2,1,0,1,0,0,0,0,0
3.92,1170,20,1,4,9,4,4,0,0,0,0,0,0,0,1,0,1
2.79,1283,18,1,7,6,6,8,0,1,0,0,0,0,0,0,1,0
3.74,895,25,0,8,4,8,6,0,3,1,0,0,0,0,1,0,1
3.78,1060,17,0,8,7,6,5,0,1,0,0,0,0,0,1,0,1
3.22,1302,17,1,8,5,7,10,0,0,1,0,0,0,0,1,0,1
2.11,1381,20,1,10,5,6,8,0,1,1,0,0,0,1,0,0,0
2.94,1353,18,1,7,6,9,7,0,0,1,0,0,0,0,1,0,1
4.0,1333,18,1,8,5,8,7,0,0,0,1,0,0,0,0,0,1
3.35,1219,20,1,2,4,7,4,0,2,0,0,1,0,0,0,0,0
3.55,1045,18,1,10,6,4,8,0,0,0,1,0,0,0,0,0,1
3.16,1170,17,0,7,7,7,6,0,0,1,0,0,1,0,0,0,1
3.09,901,20,0,5,7,10,8,0,0,1,0,0,1,0,0,0,0
2.27,1395,17,1,6,5,8,8,0,3,0,0,0,0,0,1,0,0
